OBJECTID,SampleID,saris_pali,waterbody_,waterbody1,CFR,latitude,longitude,date,year,sample_typ,gear,warmwater_,warmwater1,contains_n,coldwater_,coldwater1,min_EBT_le,max_EBT_le,snapped_la,snapped_lo,Last_sampl,Link_to_da,Link_to_pi,ORIG_FID
"3343","10760","3625550",Foskett Mill Stream,Stream_River,TRUE,42.13350990000,-72.26093020000,,"1972",Unknown,Unknown,--BB|--CS|---F|--GS|-LND|--WS|,0002|0001|0026|0002|0006|0022|,TRUE,-EBT|--BT|--RT|--SC|,0009|0009|0001|0033|,NA,NA,42.17446620100,-72.23944799800,"2013",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3625550- Foskett Mill Stream,NA,"-1"
"3344","10761","3625550",Foskett Mill Stream,Stream_River,TRUE,42.13350990000,-72.26093020000,,"1985",Unknown,Unknown,-BND|---P|--TD|--WS|,0002|0001|0050|0024|,TRUE,-EBT|--BT|,0005|0096|,NA,NA,42.18160750800,-72.21399712600,"2013",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3625550- Foskett Mill Stream,NA,"-1"
"3345","10762","3625675",Blodgett Mill Brook,Stream_River,TRUE,42.17468180000,-72.23964620000,,"1984",Unknown,Unknown,-BND|---F|-LND|---P|,0008|0001|0009|0001|,TRUE,-EBT|--BT|,0073|0008|,NA,NA,42.18160750800,-72.21399712600,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3625675- Blodgett Mill Br,NA,"-1"
"3346","10763","3625700",Tufts Brook,Stream_River,TRUE,42.18174460000,-72.21385980000,,"1984",Unknown,Unknown,--BB|-BND|--GS|-LND|,0002|0105|0001|0008|,TRUE,-EBT|--BT|,0079|0001|,NA,NA,42.18160750800,-72.21399712600,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3625700- Tufts Br,NA,"-1"
"3347","10764","3625700",Tufts Brook,Stream_River,TRUE,42.18174460000,-72.21385980000,,"1985",Unknown,Unknown,--BB|-BND|---F|--GS|--WS|,0012|0060|0006|0001|0016|,TRUE,-EBT|--BT|,0051|0005|,NA,NA,42.16121000100,-72.20920939800,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3625700- Tufts Br,NA,"-1"
"3348","10765","3625700",Tufts Brook,Stream_River,TRUE,42.18174460000,-72.21385980000,,"1972",Unknown,Unknown,--BB|-BND|--CS|---F|-LND|--WS|,0001|0064|0002|0002|0002|0011|,TRUE,-EBT|,0085|,NA,NA,42.17278742200,-72.20250580400,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3625700- Tufts Br,NA,"-1"
"3349","10766","3625725",Taylor Brook,Stream_River,TRUE,42.16144680000,-72.20934570000,,"1985",Unknown,Unknown,-BND|---P|,0017|0001|,TRUE,-EBT|,0163|,NA,NA,42.21780442100,-72.22132452700,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3625725- Taylor Br,NA,"-1"
"3350","10767","3625725",Taylor Brook,Stream_River,TRUE,42.17271670000,-72.20258730000,,"1984",Unknown,Unknown,-BND|---P|--WS|,0127|0006|0007|,TRUE,-EBT|,0066|,NA,NA,42.21780442100,-72.22132452700,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3625725- Taylor Br,NA,"-1"
"3351","10768","3625775",O'Neil Brook,Stream_River,TRUE,42.21785880000,-72.22109060000,,"1972",Unknown,Unknown,-BND|-RBS|--WS|,0124|0003|0012|,TRUE,-EBT|,0098|,NA,NA,42.20269690700,-72.16236912600,"2005",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3625775- O'Neil Br,NA,"-1"
"3352","10769","3625775",O'Neil Brook,Stream_River,TRUE,42.21785880000,-72.22109060000,,"1985",Unknown,Unknown,-BND|--GS|--WS|,0069|0008|0019|,TRUE,-EBT|,0130|,NA,NA,42.20034741900,-72.16277242400,"2005",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3625775- O'Neil Br,NA,"-1"
"3353","10770","3625850",Naultaug Brook,Stream_River,TRUE,42.20263920000,-72.16229320000,,"1972",Unknown,Unknown,--BB|-BND|---P|--YP|,0003|0012|0003|0005|,TRUE,-EBT|,0046|,NA,NA,42.25402586200,-72.18083842300,"2005",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3625850- Naultaug Br,NA,"-1"
"3354","10771","3625850",Naultaug Brook,Stream_River,TRUE,42.20036480000,-72.16270970000,,"1987",Unknown,Unknown,-BND|,0051|,TRUE,-EBT|,0080|,NA,NA,42.29851183700,-72.14894372300,"2005",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3625850- Naultaug Br,NA,"-1"
"3356","10773","3626000",Meadow Brook,Stream_River,TRUE,42.29850110000,-72.14891910000,,"1972",Unknown,Unknown,---B|--BB|-BND|---F|-LND|--WS|,0001|0001|0055|0038|0001|0018|,TRUE,-EBT|--SC|,0011|0001|,NA,NA,42.25909497800,-72.15203357600,"2013",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3626000- Meadow Brook,NA,"-1"
"3357","10774","3625950",Mill Brook (1),Stream_River,TRUE,42.28655770000,-72.15905130000,,"1984",Unknown,Unknown,---B|-BND|--CS|---F|-LND|---P|--TD|--WS|--YB | Unk_Minnow|,0006|0104|0023|0125|0007|0005|0001|0016|0001 |    2|,TRUE,-EBT|--BT|,0011|0006|,NA,NA,42.29822969000,-72.14412468200,"2013",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3625950- Mill Brook,NA,"-1"
"3358","10777","3626025",Sucker Brook (2),Stream_River,TRUE,42.30200940000,-72.11021120000,,"1972",Unknown,Unknown,---B|--BB|-BND|---F|--WS|,0006|0015|0099|0008|0049|,TRUE,-EBT|,0014|,NA,NA,42.25681255700,-72.10441658800,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3626025- Sucker Br,NA,"-1"
"3364","10789","3626300",Cranberry River,Stream_River,TRUE,42.20716340000,-71.99942080000,1983-09-23,"1983",Unknown,Unknown,--BB|-BND|-LMB|---P|--TD|-TMT|,0001|0019|0003|0001|0001|0003|,TRUE,-EBT|,0038|,NA,NA,42.31111652800,-71.96119921400,"2005",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3626300- Cranberry R,NA,"-1"
"3366","10792","3626325",Turkey Hill Brook,Stream_River,TRUE,42.28771740000,-71.97748640000,1980-08-19,"1980",Unknown,Unknown,--BB|-BND|--CP|--CS|---F|-LMB|-LND|--WS|,0001|0023|0001|0030|0136|0002|0043|0033|,TRUE,-EBT|--BT|,0001|0002|,NA,NA,42.26271100400,-71.99348356900,"2009",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3626325- Turkey Hill Br,NA,"-1"
"3370","10817","3626525",Swift River,Stream_River,TRUE,42.19238270000,-72.36038020000,,"1972",Unknown,Unknown,---B|--CP|---F|--TD|--WP|--WS|--YP|,0006|0013|0078|0020|0006|0013|0001|,TRUE,-EBT|--RT|--SC|,0188|0005|0005|,NA,NA,42.29205373000,-72.40491178000,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3626525- Swift River,NA,"-1"
"3371","10819","3626550",Jabish Brook,Stream_River,TRUE,42.29206130000,-72.40425940000,,"1984",Unknown,Unknown,--BB|--CP|---F|-LND|--WS|,0001|0001|0017|0021|0031|,TRUE,-EBT|--BT|,0007|0002|,NA,NA,42.28317962600,-72.38375997000,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3626550- Jabish Br,NA,"-1"
"3373","10821","3626560",Pudding Mill Brook (UNT to Jabish Br),Stream_River,TRUE,42.28289370000,-72.38181760000,,"1972",Unknown,Unknown,-BND|-CCS|---P|--WS|,0105|0001|0017|0003|,TRUE,-EBT|,0232|,NA,NA,42.34551186200,-72.37547825400,"2007",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3626560- UT(Pudding Mill Br),NA,"-1"
"3374","10823","3626575",Cadwell Creek,Stream_River,TRUE,42.34579000000,-72.37527490000,,"1972",Unknown,Unknown,None,NA,TRUE,-EBT|,0075|,NA,NA,42.42177400000,-72.38776060000,"2011",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3626575- Cadwell Creek,NA,"-1"
"3375","10824","3626700",Atherton Brook,Stream_River,TRUE,42.42494830000,-72.39093700000,,"1984",Unknown,Unknown,None,NA,TRUE,-EBT|,0012|,NA,NA,42.43035162600,-72.38253174000,"2005",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3626700- Atherton Br,NA,"-1"
"3376","10825","3626700",Atherton Brook,Stream_River,TRUE,42.42219280000,-72.38651610000,,"1972",Unknown,Unknown,None,NA,TRUE,-EBT|--BT|--SC|,0098|0003|0001|,NA,NA,42.42177400000,-72.38776060000,"2005",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3626700- Atherton Br,NA,"-1"
"3377","10826","3626775",Cobb Brook,Stream_River,TRUE,42.43058340000,-72.38227470000,,"1984",Unknown,Unknown,None,NA,TRUE,-EBT|,0014|,NA,NA,42.43040695000,-72.38258742000,"2015",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3626775- Cobb Br,NA,"-1"
"3379","10830","3626800",West Branch Swift River,Stream_River,TRUE,42.51558200000,-72.39383400000,,"1984",Unknown,Unknown,None,NA,TRUE,-EBT|,0005|,NA,NA,42.46875852200,-72.38693880900,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3626800- West Branch Swift River,NA,"-1"
"3380","10831","3626800",West Branch Swift River,Stream_River,TRUE,42.51557721200,-72.39381994000,,"1972",Unknown,Unknown,--BB|--CP|--WS|,0008|0001|0003|,TRUE,-EBT|,0040|,NA,NA,42.46875852200,-72.38693880900,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3626800- West Branch Swift River,NA,"-1"
"3381","10832","3626800",West Branch Swift River,Stream_River,TRUE,42.46875852200,-72.38693880900,,"1972",Unknown,Unknown,None,NA,TRUE,-EBT|--SC|,0162|0003|,NA,NA,42.46455880100,-72.38403412300,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3626800- West Branch Swift River,NA,"-1"
"3382","10833","3626800",West Branch Swift River,Stream_River,TRUE,42.46888810000,-72.38588760000,,"1984",Unknown,Unknown,---P|--WS|,0001|0001|,TRUE,-EBT|,0106|,NA,NA,42.45310193200,-72.38189566900,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3626800- West Branch Swift River,NA,"-1"
"3383","10834","3626800",West Branch Swift River,Stream_River,TRUE,42.46451270000,-72.38407110000,,"1972",Unknown,Unknown,None,NA,TRUE,-EBT|--SC|,0019|0001|,NA,NA,42.45232336500,-72.38149063300,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3626800- West Branch Swift River,NA,"-1"
"3384","10835","3626800",West Branch Swift River,Stream_River,TRUE,42.45323280000,-72.38095290000,,"1984",Unknown,Unknown,-BND|--CP|--CS|---F|--TD|--WS|,0024|0001|0003|0044|0009|0009|,TRUE,-EBT|--BT|--SC|,0086|0002|0042|,NA,NA,42.45736437200,-72.38591878000,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3626800- West Branch Swift River,NA,"-1"
"3385","10836","3626800",West Branch Swift River,Stream_River,TRUE,42.45232800000,-72.38095290000,,"1985",Unknown,Unknown,-BND|--TD|--YB|,0021|0004|0001|,TRUE,-EBT|--BT|--SC|,0080|0123|0041|,NA,NA,42.45736437200,-72.38591878000,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3626800- West Branch Swift River,NA,"-1"
"3386","10837","3626825",Camel Brook,Stream_River,TRUE,42.45746920000,-72.38612210000,,"1972",Unknown,Unknown,None,NA,TRUE,-EBT|--SC|,0051|0001|,NA,NA,42.37479845900,-72.32791153800,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3626825- Camel Br,NA,"-1"
"3387","10838","3626825",Camel Brook,Stream_River,TRUE,42.45746920000,-72.38612210000,,"1984",Unknown,Unknown,None,NA,TRUE,-EBT|,0035|,NA,NA,42.40727479600,-72.32974599600,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3626825- Camel Br,NA,"-1"
"3388","10839","3626925",Prescott Brook,Stream_River,TRUE,42.37483980000,-72.32689280000,,"1984",Unknown,Unknown,-BND|---F|---P|--WS|,0025|0015|0001|0005|,TRUE,-EBT|,0002|,NA,NA,42.44570620300,-72.33310472700,"2005",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3626925- Prescott Br,NA,"-1"
"3389","10840","3626950",Egypt Brook,Stream_River,TRUE,42.40828000000,-72.33050500000,,"1972",Unknown,Unknown,None,NA,TRUE,-EBT|,0110|,NA,NA,42.47993279300,-72.33411891700,"2005",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3626950- Egypt Br,NA,"-1"
"3390","10841","3626975",Underhill Brook,Stream_River,TRUE,42.44603260000,-72.33247600000,,"1984",Unknown,Unknown,--BB|-BND|,0003|0056|,TRUE,-EBT|,0006|,NA,NA,42.47752483900,-72.33429539400,"2008",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3626975- Underhill Br,NA,"-1"
"3391","10842","3627000",Hop Brook,Stream_River,TRUE,42.47996530000,-72.33416570000,,"1972",Unknown,Unknown,--BB|-BND|,0002|0226|,TRUE,-EBT|--BT|,0043|0027|,NA,NA,42.52749470400,-72.35572453400,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3627000- Hop Br,NA,"-1"
"3392","10843","3627000",Hop Brook,Stream_River,TRUE,42.47765700000,-72.33430490000,,"1984",Unknown,Unknown,--BB|-BND|-LND|,0003|0108|0001|,TRUE,-EBT|--BT|,0016|0005|,NA,NA,42.54161549300,-72.33656606900,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3627000- Hop Br,NA,"-1"
"3393","10844","3627125",Middle Branch Swift River,Stream_River,TRUE,42.52752260000,-72.35563660000,,"1984",Unknown,Unknown,None,NA,TRUE,-EBT|,0006|,NA,NA,42.54161549300,-72.33656606900,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3627125- Middle Branch Swift River,NA,"-1"
"3394","10845","3627125",Middle Branch Swift River,Stream_River,TRUE,42.54153960000,-72.33655300000,,"1972",Unknown,Unknown,--BB|-BND|--CP|---P|,0002|0073|0001|0005|,TRUE,-EBT|,0019|,NA,NA,42.53350588200,-72.30269152700,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3627125- Middle Branch Swift River,NA,"-1"
"3395","10846","3627125",Middle Branch Swift River,Stream_River,TRUE,42.54153960000,-72.33655300000,,"1984",Unknown,Unknown,-BND|--WS|,0103|0018|,TRUE,-EBT|,0011|,NA,NA,42.48926487100,-72.25460490100,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3627125- Middle Branch Swift River,NA,"-1"
"3396","10847","3627125",Middle Branch Swift River,Stream_River,TRUE,42.53347410000,-72.30261460000,,"1984",Unknown,Unknown,--BB|--CP|---F|-LMB|--TD|--YB|--YP|,0001|0005|0021|0011|0002|0004|0007|,TRUE,-EBT|,0001|,NA,NA,42.48926487100,-72.25460490100,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3627125- Middle Branch Swift River,NA,"-1"
"3400","10853","3627200",East Branch Swift River,Stream_River,TRUE,42.50126940000,-72.16211500000,,"1982",Unknown,Unknown,--BB|-BND|--CP|-LND|--TD|--WS|,0009|0014|0001|0013|0015|0037|,TRUE,-EBT|--BT|,0015|0001|,NA,NA,42.43916056100,-72.19420494200,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3627200- East Branch Swift River,NA,"-1"
"3401","10855","3627200",East Branch Swift River,Stream_River,TRUE,42.43919250000,-72.19408290000,,"1972",Unknown,Unknown,--BB|-BND|---F|-LMB|-LND|---P|--WS|--YP|,0004|0059|0020|0002|0063|0013|0027|0032|,TRUE,-EBT|,0003|,NA,NA,42.43233025300,-72.21608956300,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3627200- East Branch Swift River,NA,"-1"
"3402","10857","3627205",UNT to East Branch Swift River (Munberry Brook),Stream_River,TRUE,42.43232290000,-72.21611670000,,"1984",Unknown,Unknown,--BB|-BND|-LND|,0002|0043|0009|,TRUE,-EBT|,0028|,NA,NA,42.48628372300,-72.14853288900,"2008",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3627205- UT(Swift R EB),NA,"-1"
"3403","10858","3627210",UNT to East Branch Swift River (2),Stream_River,TRUE,42.44157480000,-72.21015380000,,"1984",Unknown,Unknown,---B|--BB|-BND|--CP|---F|-LND|--WS|--YP|,0001|0002|0036|0004|0002|0009|0003|0001|,TRUE,-EBT|,0014|,NA,NA,42.48489762800,-72.15241701900,"2008",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3627210- UT (Swift R EB),NA,"-1"
"3404","10860","3627275",Moccasin Brook,Stream_River,TRUE,42.48481530000,-72.15224460000,,"1972",Unknown,Unknown,--BB|-BND|--CP|--CS|---F|--GS|-LND|--WS|,0002|0101|0005|0001|0013|0011|0035|0075|,TRUE,-EBT|,0007|,NA,NA,42.52537759000,-72.15274069000,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3627275- Moccasin Brook,NA,"-1"
"3406","10862","3627350",Bigelow Brook,Stream_River,TRUE,42.52542100000,-72.15277900000,,"1982",Unknown,Unknown,--GS|--WS|,0006|0001|,TRUE,-EBT|,0085|,NA,NA,42.54685301000,-72.15508886100,"2008",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3627350- Bigelow Br,NA,"-1"
"3407","10863","3627350",Bigelow Brook,Stream_River,TRUE,42.52542100000,-72.15277900000,,"1985",Unknown,Unknown,--BB|--WS|,0002|0001|,TRUE,-EBT|,0265|,NA,NA,42.52537759000,-72.15274069000,"2008",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3627350- Bigelow Br,NA,"-1"
"3408","10864","3627375",Popple Camp Brook,Stream_River,TRUE,42.54678160000,-72.15499200000,,"1972",Unknown,Unknown,None,NA,TRUE,-EBT|,0247|,NA,NA,42.54676007000,-72.15505402000,"2008",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3627375- Popple Camp Brook,NA,"-1"
"3409","10871","3627675",Danforth Brook (2),Stream_River,TRUE,42.35408930000,-72.18917700000,,"1982",Unknown,Unknown,-BND|---F|--WS|--YP|,0103|0021|0011|0009|,TRUE,-EBT|,0006|,NA,NA,42.32816951000,-72.20512686500,"2012",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3627675- Danforth Brk (2),NA,"-1"
"3410","10873","3627675",Danforth Brook (2),Stream_River,TRUE,42.32820320000,-72.20512990000,,"1971",Unknown,Unknown,---B|--BB|-BND|---F|--GS|-LMB|-LND|--WS|,0003|0001|0474|0074|0002|0025|0010|0112|,TRUE,-EBT|--BT|,0027|0004|,NA,NA,42.31372238200,-72.20565670200,"2012",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3627675- Danforth Brk (2),NA,"-1"
"3413","10878","3627750",Winimusset Brook,Stream_River,TRUE,42.32153130000,-72.14717330000,,"1987",Unknown,Unknown,-BND|--CP|--GS|--WS|,0001|0001|0001|0001|,TRUE,-EBT|,0047|,NA,NA,42.34368038800,-72.14543298100,"2007",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3627750- Winimusset Br,NA,"-1"
"3416","10883","3627825",Pratt Brook,Stream_River,TRUE,42.37856000000,-72.10258640000,,"1982",Unknown,Unknown,--BB|--CP|---F|-LMB|-LND|--TD|--WS|,0003|0004|0059|0004|0002|0015|0021|,TRUE,-EBT|--BT|,0021|0001|,NA,NA,42.36621086300,-72.07198408700,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3627825- Pratt Br,NA,"-1"
"3417","10884","3627825",Pratt Brook,Stream_River,TRUE,42.37856000000,-72.10258640000,,"1983",Unknown,Unknown,---F|-LMB|-LND|--TD|--WS|,0027|0002|0002|0019|0026|,TRUE,-EBT|,0047|,NA,NA,42.37425280500,-72.08708841500,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3627825- Pratt Br,NA,"-1"
"3418","10885","3627850",Burrow Brook,Stream_River,TRUE,42.36623170000,-72.07224450000,,"1982",Unknown,Unknown,--BB|--CP|--WS|,0001|0001|0004|,TRUE,-EBT|,0051|,NA,NA,42.37425280500,-72.08708841500,"2009",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3627850- Burrow Br,NA,"-1"
"3419","10886","3627850",Burrow Brook,Stream_River,TRUE,42.37419000000,-72.08746000000,,"1982",Unknown,Unknown,-BND|-LND|---P|--WS|,0019|0001|0002|0002|,TRUE,-EBT|,0125|,NA,NA,42.35574731600,-72.08613053500,"2009",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3627850- Burrow Br,NA,"-1"
"3420","10887","3627850",Burrow Brook,Stream_River,TRUE,42.37419000000,-72.08746000000,,"1986",Unknown,Unknown,-BND|,0007|,TRUE,-EBT|,0131|,NA,NA,42.35574731600,-72.08613053500,"2009",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3627850- Burrow Br,NA,"-1"
"3421","10888","3627875",Bell Brook,Stream_River,TRUE,42.35578630000,-72.08615650000,,"1982",Unknown,Unknown,-BND|,0075|,TRUE,-EBT|,0039|,NA,NA,42.37323440600,-72.09860479400,"2009",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3627875- Bell Br,NA,"-1"
"3422","10889","3627875",Bell Brook,Stream_River,TRUE,42.35578630000,-72.08615650000,,"1986",Unknown,Unknown,-BND|,0093|,TRUE,-EBT|,0046|,NA,NA,42.37323440600,-72.09860479400,"2009",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3627875- Bell Br,NA,"-1"
"3423","10890","3627875",Bell Brook,Stream_River,TRUE,42.37318130000,-72.09858430000,,"1971",Unknown,Unknown,--BB|-BND|---F|--GS|-LND|---P|--TD|--WS|,0056|0091|0001|0020|0008|0049|0001|0016|,TRUE,-EBT|--BT|,0099|0001|,NA,NA,42.42374773300,-72.09667703900,"2009",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3627875- Bell Br,NA,"-1"
"3424","10891","3627875",Bell Brook,Stream_River,TRUE,42.37318130000,-72.09858430000,,"1982",Unknown,Unknown,--BB|-BND|--GS|-LND|---P|--WS|,0001|0026|0001|0006|0011|0011|,TRUE,-EBT|,0072|,NA,NA,42.42021999800,-72.09514440800,"2009",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3627875- Bell Br,NA,"-1"
